time,body_name,x,y,z,vx,vy,vz
115200,Earth,1.49559e+11,3.43036e+09,0,-683.259,29772.4,0
115200,Mars,2.27883e+11,2.77971e+09,0,-294.398,24128.3,0
115200,Jupiter,7.78499e+11,1.50566e+09,0,-25.2232,13070,0
115200,Saturn,1.433e+12,1.11629e+09,0,-7.48105,9690,0
115200,Uranus,2.877e+12,7.84512e+08,0,-1.85275,6810,0
115200,Neptune,4.503e+12,6.25536e+08,0,-0.755977,5430,0
118800,Sun,2046.44,6.0523,0,0.0334376,0.00014833,0
118800,Mercury,5.76224e+10,5.67782e+09,0,-4696.13,47646.2,0
118800,Venus,1.08118e+11,4.15935e+09,0,-1346.76,34994.9,0
118800,Earth,1.49557e+11,3.53753e+09,0,-704.607,29771.9,0
118800,Mars,2.27881e+11,2.86657e+09,0,-303.597,24128.1,0
118800,Jupiter,7.78498e+11,1.55271e+09,0,-26.0114,13070,0
118800,Saturn,1.433e+12,1.15117e+09,0,-7.71483,9690,0
118800,Uranus,2.877e+12,8.09028e+08,0,-1.91064,6810,0
118800,Neptune,4.503e+12,6.45084e+08,0,-0.779602,5430,0
122400,Sun,2170.46,6.61966,0,0.0344507,0.000157598,0
122400,Mercury,5.7605e+10,5.8493e+09,0,-4837.99,47632.2,0
122400,Venus,1.08113e+11,4.28533e+09,0,-1387.55,34993.3,0
122400,Earth,1.49554e+11,3.64471e+09,0,-725.955,29771.4,0
122400,Mars,2.2788e+11,2.95343e+09,0,-312.797,24128,0
122400,Jupiter,7.78498e+11,1.59977e+09,0,-26.7996,13070,0
122400,Saturn,1.433e+12,1.18606e+09,0,-7.94861,9690,0
122400,Uranus,2.877e+12,8.33544e+08,0,-1.96854,6810,0
122400,Neptune,4.503e+12,6.64632e+08,0,-0.803226,5430,0
126000,Sun,2298.13,7.22139,0,0.0354638,0.000167148,0
126000,Mercury,5.7587e+10,6.02072e+09,0,-4979.81,47617.8,0
126000,Venus,1.08107e+11,4.4113e+09,0,-1428.34,34991.7,0
126000,Earth,1.49552e+11,3.75189e+09,0,-747.302,29770.9,0
126000,Mars,2.27879e+11,3.04029e+09,0,-321.996,24127.9,0
126000,Jupiter,7.78498e+11,1.64682e+09,0,-27.5879,13070,0
126000,Saturn,1.433e+12,1.22094e+09,0,-8.18239,9690,0
126000,Uranus,2.877e+12,8.5806e+08,0,-2.02644,6810,0
126000,Neptune,4.503e+12,6.8418e+08,0,-0.82685,5430,0
129600,Sun,2429.45,7.85851,0,0.0364769,0.000176977,0
129600,Mercury,5.75686e+10,6.19209e+09,0,-5121.59,47603,0
129600,Venus,1.08102e+11,4.53726e+09,0,-1469.13,34990,0
129600,Earth,1.49549e+11,3.85906e+09,0,-768.65,29770.4,0
129600,Mars,2.27878e+11,3.12715e+09,0,-331.195,24127.8,0
129600,Jupiter,7.78498e+11,1.69387e+09,0,-28.3761,13070,0
129600,Saturn,1.433e+12,1.25582e+09,0,-8.41618,9690,0
129600,Uranus,2.877e+12,8.82576e+08,0,-2.08434,6810,0
129600,Neptune,4.503e+12,7.03728e+08,0,-0.850474,5430,0
133200,Sun,2564.41,8.53202,0,0.03749,0.000187088,0
133200,Mercury,5.75497e+10,6.36341e+09,0,-5263.32,47587.7,0
133200,Venus,1.08097e+11,4.66322e+09,0,-1509.91,34988.3,0
133200,Earth,1.49546e+11,3.96623e+09,0,-789.996,29769.8,0
133200,Mars,2.27877e+11,3.21401e+09,0,-340.395,24127.7,0
133200,Jupiter,7.78498e+11,1.74092e+09,0,-29.1643,13070,0
133200,Saturn,1.433e+12,1.29071e+09,0,-8.64996,9690,0
