time,body_name,x,y,z,vx,vy,vz
504000,Moon,8.67126e+07,3.7372e+08,0,-993.967,233.332,0
507600,Earth,3.70387e+06,1.77332e+06,0,12.2463,9.81443,0
507600,Moon,8.31266e+07,3.74525e+08,0,-996.119,223.692,0
511200,Earth,3.74805e+06,1.80908e+06,0,12.2716,9.93321,0
511200,Moon,7.95331e+07,3.75296e+08,0,-998.178,214.03,0
514800,Earth,3.79231e+06,1.84527e+06,0,12.2958,10.0523,0
514800,Moon,7.59326e+07,3.76031e+08,0,-1000.14,204.347,0
518400,Earth,3.83666e+06,1.88188e+06,0,12.3188,10.1715,0
518400,Moon,7.23254e+07,3.76732e+08,0,-1002.01,194.645,0
522000,Earth,3.88108e+06,1.91893e+06,0,12.3406,10.291,0
522000,Moon,6.87117e+07,3.77398e+08,0,-1003.79,184.924,0
525600,Earth,3.92558e+06,1.95641e+06,0,12.3613,10.4108,0
525600,Moon,6.5092e+07,3.78028e+08,0,-1005.47,175.185,0
529200,Earth,3.97016e+06,1.99432e+06,0,12.3808,10.5307,0
529200,Moon,6.14666e+07,3.78624e+08,0,-1007.06,165.429,0
532800,Earth,4.01479e+06,2.03266e+06,0,12.3991,10.6509,0
532800,Moon,5.78359e+07,3.79184e+08,0,-1008.55,155.656,0
536400,Earth,4.05949e+06,2.07144e+06,0,12.4163,10.7712,0
536400,Moon,5.42e+07,3.79709e+08,0,-1009.95,145.869,0
540000,Earth,4.10425e+06,2.11065e+06,0,12.4323,10.8917,0
540000,Moon,5.05596e+07,3.80199e+08,0,-1011.25,136.068,0
543600,Earth,4.14906e+06,2.15029e+06,0,12.4471,11.0124,0
543600,Moon,4.69147e+07,3.80654e+08,0,-1012.45,126.253,0
547200,Earth,4.19392e+06,2.19037e+06,0,12.4608,11.1332,0
547200,Moon,4.32659e+07,3.81073e+08,0,-1013.56,116.426,0
550800,Earth,4.23882e+06,2.23089e+06,0,12.4733,11.2541,0
550800,Moon,3.96134e+07,3.81457e+08,0,-1014.58,106.587,0
554400,Earth,4.28376e+06,2.27184e+06,0,12.4846,11.3752,0
554400,Moon,3.59576e+07,3.81805e+08,0,-1015.5,96.7384,0
558000,Earth,4.32874e+06,2.31323e+06,0,12.4947,11.4964,0
558000,Moon,3.22989e+07,3.82118e+08,0,-1016.32,86.88,0
561600,Earth,4.37376e+06,2.35505e+06,0,12.5036,11.6177,0
561600,Moon,2.86375e+07,3.82395e+08,0,-1017.05,77.013,0
565200,Earth,4.4188e+06,2.39731e+06,0,12.5114,11.7391,0
565200,Moon,2.49739e+07,3.82637e+08,0,-1017.68,67.1384,0
568800,Earth,4.46386e+06,2.44001e+06,0,12.5179,11.8606,0
568800,Moon,2.13083e+07,3.82843e+08,0,-1018.21,57.2571,0
572400,Earth,4.50895e+06,2.48314e+06,0,12.5233,11.9821,0
572400,Moon,1.76412e+07,3.83013e+08,0,-1018.65,47.3701,0
576000,Earth,4.55405e+06,2.52672e+06,0,12.5275,12.1037,0
576000,Moon,1.39728e+07,3.83148e+08,0,-1018.99,37.4783,0
579600,Earth,4.59916e+06,2.57073e+06,0,12.5305,12.2254,0
579600,Moon,1.03036e+07,3.83247e+08,0,-1019.24,27.5827,0
583200,Earth,4.64427e+06,2.61518e+06,0,12.5323,12.3471,0
583200,Moon,6.63378e+06,3.83311e+08,0,-1019.38,17.6842,0
586800,Earth,4.68939e+06,2.66007e+06,0,12.533,12.4688,0
586800,Moon,2.96381e+06,3.83339e+08,0,-1019.44,7.78378,0
590400,Earth,4.73451e+06,2.70539e+06,0,12.5324,12.5905,0
590400,Moon,-705991,3.83332e+08,0,-1019.39,-2.11761,0
594000,Earth,4.77962e+06,2.75116e+06,0,12.5307,12.7123,0
594000,Moon,-4.37529e+06,3.83288e+08,0,-1019.25,-12.019,0
597600,Earth,4.82472e+06,2.79736e+06,0,12.5278,12.834,0
597600,Moon,-8.04372e+06,3.83209e+08,0,-1019.01,-21.9195,0
601200,Earth,4.8698e+06,2.844e+06,0,12.5236,12.9557,0
601200,Moon,-1.1711e+07,3.83095e+08,0,-1018.68,-31.8182,0
604800,Earth,4.91487e+06,2.89108e+06,0,12.5183,13.0773,0
604800,Moon,-1.53766e+07,3.82945e+08,0,-1018.24,-41.7139,0
608400,Earth,4.95991e+06,2.93859e+06,0,12.5118,13.199,0
608400,Moon,-1.90404e+07,3.82759e+08,0,-1017.72,-51.6059,0
612000,Earth,5.00493e+06,2.98655e+06,0,12.5042,13.3205,0
612000,Moon,-2.27019e+07,3.82537e+08,0,-1017.09,-61.4932,0
615600,Earth,5.04991e+06,3.03494e+06,0,12.4953,13.442,0
615600,Moon,-2.63609e+07,3.82281e+08,0,-1016.37,-71.3748,0
619200,Earth,5.09486e+06,3.08377e+06,0,12.4852,13.5634,0
619200,Moon,-3.00169e+07,3.81988e+08,0,-1015.55,-81.2497,0
622800,Earth,5.13976e+06,3.13303e+06,0,12.474,13.6847,0
622800,Moon,-3.36696e+07,3.8166e+08,0,-1014.64,-91.117,0
626400,Earth,5.18463e+06,3.18273e+06,0,12.4616,13.8059,0
626400,Moon,-3.73186e+07,3.81297e+08,0,-1013.63,-100.976,0
630000,Earth,5.22944e+06,3.23287e+06,0,12.448,13.927,0
630000,Moon,-4.09637e+07,3.80898e+08,0,-1012.52,-110.825,0
633600,Earth,5.2742e+06,3.28344e+06,0,12.4332,14.048,0
633600,Moon,-4.46044e+07,3.80463e+08,0,-1011.32,-120.664,0
637200,Earth,5.3189e+06,3.33445e+06,0,12.4172,14.1688,0
637200,Moon,-4.82405e+07,3.79993e+08,0,-1010.02,-130.491,0
640800,Earth,5.36354e+06,3.38589e+06,0,12.4,14.2894,0
640800,Moon,-5.18715e+07,3.79488e+08,0,-1008.62,-140.306,0
644400,Earth,5.40811e+06,3.43777e+06,0,12.3817,14.4099,0
644400,Moon,-5.54972e+07,3.78948e+08,0,-1007.13,-150.108,0
648000,Earth,5.45262e+06,3.49008e+06,0,12.3622,14.5303,0
648000,Moon,-5.91171e+07,3.78372e+08,0,-1005.54,-159.895,0
651600,Earth,5.49705e+06,3.54282e+06,0,12.3415,14.6504,0
651600,Moon,-6.2731e+07,3.77761e+08,0,-1003.86,-169.668,0
655200,Earth,5.5414e+06,3.59599e+06,0,12.3196,14.7703,0
655200,Moon,-6.63385e+07,3.77116e+08,0,-1002.08,-179.424,0
658800,Earth,5.58566e+06,3.6496e+06,0,12.2966,14.8901,0
658800,Moon,-6.99393e+07,3.76435e+08,0,-1000.21,-189.163,0
662400,Earth,5.62985e+06,3.70363e+06,0,12.2724,15.0096,0
662400,Moon,-7.35329e+07,3.75719e+08,0,-998.237,-198.883,0
666000,Earth,5.67393e+06,3.7581e+06,0,12.247,15.1289,0
666000,Moon,-7.71191e+07,3.74968e+08,0,-996.172,-208.585,0
669600,Earth,5.71793e+06,3.81299e+06,0,12.2204,15.2479,0
669600,Moon,-8.06976e+07,3.74182e+08,0,-994.013,-218.267,0
673200,Earth,5.76182e+06,3.86831e+06,0,12.1927,15.3667,0
673200,Moon,-8.42679e+07,3.73361e+08,0,-991.759,-227.928,0
676800,Earth,5.80561e+06,3.92405e+06,0,12.1638,15.4852,0
676800,Moon,-8.78298e+07,3.72506e+08,0,-989.41,-237.568,0
680400,Earth,5.84929e+06,3.98023e+06,0,12.1338,15.6034,0
680400,Moon,-9.13829e+07,3.71616e+08,0,-986.967,-247.184,0
684000,Earth,5.89286e+06,4.03682e+06,0,12.1026,15.7213,0
